Feature,Label
0.0,36.19499897314427
0.10101010101010101,35.165135541025535
0.20202020202020202,37.162110279680824
0.30303030303030304,39.34949848985184
0.40404040404040403,35.929137874694405
0.5050505050505051,36.25192725945568
0.6060606060606061,40.43744149205073
0.7070707070707071,39.03096317524163
0.8080808080808081,36.71887961820842
0.9090909090909091,39.19744863959045
1.0101010101010102,37.37729028335101
1.1111111111111112,37.695119591764616
1.2121212121212122,39.525384778316536
1.3131313131313131,35.25708658595232
1.4141414141414141,35.981086675059096
1.5151515151515151,38.78045188210532
1.6161616161616161,38.14346774414446
1.7171717171717171,41.29313696574078
1.8181818181818181,39.01223434644725
1.9191919191919191,38.26078282938953
2.0202020202020203,44.71409149881286
2.121212121212121,41.43380754665865
2.2222222222222223,42.38135309103582
2.323232323232323,39.5252914954024
2.4242424242424243,41.723382030894086
2.525252525252525,43.44205413977388
2.6262626262626263,41.07670108264948
2.727272727272727,44.651582052987195
2.8282828282828283,42.894564395942794
2.929292929292929,43.875426868263986
3.0303030303030303,43.53779835405931
3.131313131313131,49.08797993824518
3.2323232323232323,45.43629853278516
3.3333333333333335,43.534690716303814
3.4343434343434343,47.86272685916676
3.5353535353535355,43.83269762430368
3.6363636363636362,47.20098455571925
3.7373737373737375,42.90437372098154
3.8383838383838382,44.57230232341567
3.9393939393939394,48.14368061679522
4.040404040404041,49.62015142352449
4.141414141414141,48.73488488098063
4.242424242424242,48.44624260241613
4.343434343434343,48.37394376568127
4.444444444444445,46.18858631184083
4.545454545454545,48.127460292969374
4.646464646464646,49.00236871527225
4.747474747474747,52.558225910975395
4.848484848484849,51.361089135798046
4.94949494949495,47.196283717614826
5.05050505050505,51.96498635878447
5.151515151515151,50.77708963353682
5.252525252525253,50.478173168110295
5.353535353535354,53.5458727483227
5.454545454545454,54.761860756705495
5.555555555555555,54.87219497783373
5.656565656565657,51.42347228194105
5.757575757575758,52.87523259176745
5.858585858585858,54.562315194533596
5.959595959595959,56.25750502143485
6.0606060606060606,53.48144661821518
6.161616161616162,54.4294411106377
6.262626262626262,52.790990737745624
6.363636363636363,52.92230243733296
6.4646464646464645,57.524016762325715
6.565656565656566,59.004979822959356
6.666666666666667,56.2853055884367
6.767676767676767,58.89915928200702
6.8686868686868685,57.85455837891842
6.96969696969697,56.03274265118496
7.070707070707071,58.49955506615937
7.171717171717171,61.32876548364995
7.2727272727272725,58.29891063712292
7.373737373737374,62.030952173718276
7.474747474747475,53.440209023778294
7.575757575757575,61.09428930606426
7.6767676767676765,59.85167001252236
7.777777777777778,59.35205936298357
7.878787878787879,60.507219879433336
7.979797979797979,56.40062960193063
8.080808080808081,60.48932134475125
8.181818181818182,62.040729968151496
8.282828282828282,64.75094967128929
8.383838383838384,60.82151665218869
8.484848484848484,60.526043270403754
8.585858585858587,61.50220149602214
8.686868686868687,64.84375876158026
8.787878787878787,63.916841446101024
8.88888888888889,62.41081298482165
8.98989898989899,64.95540308935001
9.09090909090909,64.39159850139794
9.191919191919192,66.5709476773252
9.292929292929292,63.334815915812094
9.393939393939394,64.45509010599129
9.494949494949495,64.64056298053382
9.595959595959595,62.681029009889066
9.696969696969697,66.75212163552746
9.797979797979798,67.00018130627792
9.8989898989899,66.77773380711645
10.0,66.58988302742335
4.17411003148779,11.672233889112004
2.2210781047073027,18.95224583505629
1.198653673336828,0.0
3.3761517140362796,79.30674874593038
9.429097039125192,90.13061353170826
3.2320293202075523,23.9360860223352
5.187906217433661,85.52859009304187
7.030189588951778,90.84588564358971
3.63629602379294,70.84541060031138
9.717820827209607,100.0
